place_id,name,rating,user_ratings_total,latitude,longtitude,address,types
ChIJIatxUFQZQjERrU9XriNW0VY,AK Billiards Club,2.6,5,16.0610082,108.2355837,"07 An Trung Đông 3, An Hải Bắc, Sơn Trà, Đà Nẵng 550000, Vietnam",['Billiards supply store']
ChIJaeunILEZQjERH8uIS1h7WE0,Clb Bida Thống Nhất,1.0,1,16.0636645,108.2032089,"32 Nguyễn Tri Phương, Chính Gián, Hải Châu, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJ0XHTJ0gYQjERm562BWlrUAA,Câu lạc bộ bida Q7,0.0,0,16.0739213,108.2138786,"131 Hào Nam - Đống đa, Quận Đống Đa, Thanh Bình, Hải Châu, Đà Nẵng, Vietnam",['Pool billard club']
ChIJ8aTuLO4ZQjERF5cZV90ZMrw,Clb Bida 600,3.3,4,16.0305729,108.2225566,"600 Núi Thành, Hoà Cường Nam, Hải Châu, Đà Nẵng, Vietnam",['Pool billard club']
ChIJmcIMTBwZQjERjuUlHqVhsR0,Câu Lạc Bộ Bida TC,3.8,6,16.0654401,108.173935,"358F+5HF, Hoàng Thị Loan, Hoà Minh, Liên Chiểu, Đà Nẵng 550000, Vietnam",['Club']
ChIJew196U4ZQjERAEuYLsfZv0w,CLB Bida Thành Trúc,3.8,9,16.0364721,108.2111813,"225 Phan Đăng Lưu, Khuê Trung, Cẩm Lệ, Đà Nẵng 550000, Vietnam",['Fitness center']
ChIJufDwGDwYQjERL0K0KTebEu4,Clb Bida Win,5.0,1,16.0824809,108.2204121,"28 Đống Đa, Thuận Phước, Hải Châu, Đà Nẵng 550000, Vietnam",['Billiards supply store']
ChIJo0553qoZQjER3fMpGH3GEFU,Clb Bida 555,4.0,1,16.0652243,108.1930818,"255 Bế Văn Đàn, Thanh Khê Đông, Thanh Khê, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJham0sjkYQjERKj5Di4I5MBA,Câu Lạc Bộ Bida 149,3.0,2,16.0777694,108.216995,"149 Đống Đa, Thạch Thang, Hải Châu, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJjeNuWQAZQjERd2w4JRRhCBU,Billiard Đỗ Nhân,0.0,0,16.0461523,108.1766805,"05 Tổ 18, Bình Phụng, Thăng Phú, Đà Nẵng 550000, Vietnam",['Sports club']
ChIJVWliFOkZQjERzBKelCzpMM0,Câu Lạc Bộ Billiards 27,0.0,0,16.037459,108.2216313,"27 Đường Phan Đăng Lưu, Phường Hòa Cường Nam, Quận Hải Châu, Thành Phố Đà Nẵng, Vietnam",['Pool hall']
ChIJCW5xU4AXQjERkKfdAxj1kdY,Billiard Mỹ Khê,0.0,0,16.0647595,108.2405638,"14 Mỹ Khê 6, An Hải, Sơn Trà, Đà Nẵng 550000, Vietnam",[]
ChIJef7GGNoZQjERWjcop20mbFI,Bida 224,2.3,12,16.0777507,108.2165394,"224 Đống Đa, Thuận Phước, Hải Châu, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJcTRm9zcYQjER43-jjfmWzqA,But Tung Billiards Club,0.0,0,16.0756667,108.2147925,"11, Cao Thang Street, Thanh Binh Ward, Hai Chau District, 9 Cao Thắng, Thanh Bình, Hải Châu, Đà Nẵng, Vietnam",['Sports activity location']
ChIJZ5U6yq0ZQjERQ6WpIdkvryI,CLB Bida Thanh Khê,4.5,4,16.0707707,108.1904707,"09 Hà Đông 1, Xuân Hà, Thanh Khê, Đà Nẵng 550000, Vietnam",['Gym']
ChIJ_Y7TClUYQjERYjQvosOWf3A,Clb Bida 46,4.0,1,16.0692688,108.1917181,"46 Hà Huy Tập, Xuân Hà, Thanh Khê, Đà Nẵng 550000, Vietnam","['Pool billard club', 'Club']"
ChIJL0DqDXwXQjERAlxO4_qXSC8,Clb Bida 191,4.0,2,16.0554415,108.2429925,"191 Nguyễn Văn Thoại, Bắc Mỹ Phú, Sơn Trà, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJ-4xuamUXQjERXpe8IHaS6XI,Vertigo,4.3,359,16.0477362,108.2451425,"81 Ngô Thì Sĩ, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam","['Sports bar', 'Restaurant']"
ChIJ9zP2xisYQjERPfjzao6vHjg,Câu Lạc Bộ Bida Clup Kool,3.3,4,16.067455,108.2339563,"107 Nguyễn Công Trứ, An Hải, Sơn Trà, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJh0_2yawZQjERMvrgIsihrOA,Bida Thành Tâm,0.0,0,16.0658477,108.1977455,"170 Điện Biên Phủ, Chính Gián, Thanh Khê, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJrc1GJjQYQjERUSft8Zvb_yc,Câu Lạc Bộ Bida 379,4.4,5,16.0695936,108.2178308,"37 Pasteur, Hải Châu, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJjRCiEQAZQjERXoI7T1WcWxs,Mini Cues Billiard Shop,5.0,7,16.0498685,108.2183487,"587 Hoàng Diệu, Bình Thuận, Hải Châu, Đà Nẵng 550000, Vietnam",['Billiards supply store']
ChIJtZTqpxEZQjERBB5jdU-8Ze0,Hoàng Long Billard,3.2,9,16.0729101,108.1727123,"50 Kinh Dương Vương, Thanh Khê Tây, Liên Chiểu, Đà Nẵng 550000, Vietnam",['Sports club']
ChIJGcg-CKcZQjERiyke92g13Ls,Clb billiard 199,4.3,3,16.0362544,108.2120725,"199 Phan Đăng Lưu, Hoà Cường Bắc, Hải Châu, Đà Nẵng 550000, Vietnam",['Sports club']
ChIJwbFJLMQZQjER7XxLJhl43_w,Billiard No.957,5.0,2,16.049648,108.2204917,"160 Núi Thành, Bình Thuận, Hải Châu, Đà Nẵng 550000, Vietnam",['Sports club']
ChIJvUyQo5IZQjERjV6XGxhSxls,Dan Billiards,3.0,4,16.0313428,108.2128622,"26J7+G4Q, Nguyễn Hành, Khuê Trung, Cẩm Lệ, Đà Nẵng 550000, Vietnam",[]
ChIJdwwwfFoXQjERW6mXtIdB8LU,Shamrock Sports Bar,4.6,728,16.0509546,108.2463602,"11 An Thượng 32, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam","['Sports bar', 'Dart bar', 'Irish pub', 'Pool billard club']"
ChIJB8MhM5AZQjERZe67xptnen8,BIDA- ATP CLub Billards,0.0,0,16.0550864,108.220399,"01 Núi Thành, Bình Thuận, Hải Châu, Đà Nẵng 550000, Vietnam",['Club']
ChIJGz2AaU8YQjERVxPTCcpyWls,Louis Club,4.5,16,16.0755877,108.2064327,"453 Nguyễn Tất Thành, Xuân Hà, Thanh Khê, Đà Nẵng 550000, Vietnam",[]
ChIJjR3UjD4ZQjERqkxLkYTr4wU,Speed bowl,3.0,57,16.0348318,108.2291333,"6 Nại Nam, Hoà Cường Bắc, Hải Châu, Đà Nẵng, Vietnam",['Sports club']
ChIJ-e3gl7oZQjER_5egVYFlMG4,Billiards Rô.7 Club,4.7,3,16.0766843,108.1668079,"238 Kinh Dương Vương, Thanh Khê Tây, Liên Chiểu, Đà Nẵng, Vietnam",['Pool billard club']
ChIJKQKISioYQjER7xXZSlPXWCg,Bida Thanh Niên,3.6,25,16.0669014,108.2350154,"200 Nguyễn Công Trứ, An Hải Bắc, Sơn Trà, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJ16iBHiAYQjERx3SAUOyZVKw,Corona Billiard Club,0.0,0,16.0851098,108.2366295,"28 Trần Thánh Tông, An Hải, Sơn Trà, Đà Nẵng 550000, Vietnam",['Club']
ChIJIZoZCgAZQjERpGAIqWPYbZo,DLT Billiards Club,5.0,3,16.0546503,108.1601692,"86 Hoàng Văn Thái, Hoà Minh, Liên Chiểu, Đà Nẵng 550000, Vietnam",['Sports club']
ChIJNfQj-foZQjERR1CHhyp1cmY,CLB Bida Thống Nhất - Billiards Club,4.2,5,16.0510808,108.2129486,"301 Nguyễn Tri Phương, Bình Thuận, Hải Châu, Đà Nẵng 550000, Vietnam",['Billiards supply store']
ChIJA2xXLuwXQjERXS7hrbe2B0E,CLB Bida Bắc Mỹ An- Đặc sản Đà Thành,4.8,13,16.0432958,108.2437411,"49 Bà Huyện Thanh Quan, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam","['Sports club', 'Adult entertainment club']"
ChIJiwWQ4MoZQjERV1EMzjPesKc,Clb Bida & Cà Phê Sao,4.1,59,16.0628975,108.2169215,"139 Triệu Nữ Vương, Hải Châu, Đà Nẵng 550000, Vietnam",['Cafe']
ChIJX_D85jUYQjERTwCA4HYWyHs,Bida Pro,4.4,13,16.0695576,108.2151993,"30 Đ. Chi Lăng, Hải Châu, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJxxOqKngZQjER2f1xUFlJUaU,Fly Billiards Club,4.3,3,16.0581867,108.2060776,"216 Nguyễn Tri Phương, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Vietnam",['Pool hall']
ChIJKSycfpIZQjERtx7RsGPObFs,Bida 238. 240 Xô Viết Nghệ Tĩnh,3.8,137,16.0320529,108.2137038,"238 Xô Viết Nghệ Tĩnh, Khuê Trung, Cẩm Lệ, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJh-vpyPEXQjER4LuUnU6DUvE,One Up Billiards - Bida One Up,4.5,26,16.0875007,108.2386251,"44-46 Khúc Hạo, Mân Thái, Sơn Trà, Đà Nẵng, Vietnam",['Pool billard club']
ChIJrcUQCskZQjER7fcsp_Y1msc,Billiards New Faifo Club,2.6,19,16.0569313,108.2169973,"346 Đường Hoàng Diệu, Phước Ninh, Hải Châu, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJg1dl4MoZQjERh2P7PxInpBk,Sao Billard,5.0,3,16.0629659,108.2168537,"106 Triệu Nữ Vương, Hải Châu, Đà Nẵng 550000, Vietnam",['Club']
ChIJrzEZOwAXQjERzcZJU-GbjRU,THIÊN PHÚ CLUB BILLIARD,5.0,3,16.0408986,108.239739,"29 Mỹ An 25, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam",['Country club']
ChIJ0cafthPvbUwR0HtyAkJjRSc,SLY Cyber & Billiards,4.1,65,16.0642229,108.2082626,"65-67 Phan Thanh, Thạc Gián, Thanh Khê, Đà Nẵng 50000, Vietnam",['Internet cafe']
ChIJv0POSAAZQjERDVSwQsk91r0,Hoàng Gia Billiards,3.0,4,16.0447527,108.2149404,"98 Tiểu La, Bình Thuận, Hải Châu, Đà Nẵng 550000, Vietnam",['Playground']
ChIJ8ypRwaoZQjER1t-OkvOxpaM,Quán Cafe & Billiards Ngọc Tuấn,4.1,169,16.0654799,108.1921521,"113 Hà Huy Tập, Thanh Khê Đông, Thanh Khê, Đà Nẵng 550000, Vietnam",['Cafe']
ChIJHyrjsUsZQjERPuZIKa_ciDM,Billiards Hùng Núi,4.5,2,16.0772571,108.165451,"285 Kinh Dương Vương, Hoà Minh, Liên Chiểu, Đà Nẵng 550000, Vietnam",['Sports club']
ChIJZ96U5dcZQjERc-0E5fGPZ7w,"BADI Billiards Club- Câu lạc bộ bida chuyên nghiệp, sang trọng tại Đà Nẵng",4.5,10,16.0594387,108.1745834,"122 Tôn Đức Thắng, Hoà Minh, Liên Chiểu, Đà Nẵng 550000, Vietnam",['Sports club']
ChIJPSLSaqEXQjERRbFufPH8qog,AV8 Billiards,4.0,5,16.0531344,108.2396766,"25, 27 Châu Thị Vĩnh Tế, Đà Nẵng, 550000, Vietnam",['Pool hall']
ChIJQ6-0VdAZQjERtGBiT2S9SB8,Câu Lạc Bộ Billiards Bình Minh,0.0,0,16.0577685,108.1720388,"3 Nam Trân, Hoà Minh, Liên Chiểu, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJH4CjHgAZQjERnXZTzxPH_wo,TRIÊU DƯƠNG BILLIARDS CLUB,3.7,15,16.0654707,108.1974037,"181 - 183-185 Điện Biên Phủ, Chính Gián, Thanh Khê, Đà Nẵng 550000, Vietnam",[]
ChIJhYoU5FUZQjERtVdveqFY0eM,Bida 79 - CLB Bida Libre & 3C Đà Nẵng,4.6,5,16.0711759,108.199154,"398 Trần Cao Vân, Xuân Hà, Thanh Khê, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJYfxazKwZQjERstDmYuXeQoE,Bida Quý - TỔNG ĐẠI LÝ BILLIARDS MIỀN TRUNG,3.8,17,16.06583,108.1978342,"168 Điện Biên Phủ, Chính Gián, Thanh Khê, Đà Nẵng 550000, Vietnam","['Wholesaler', 'Outlet mall']"
ChIJz6w4aksYQjERI8BlgRz-mfc,Club Billiards Tiger,0.0,0,16.066296,108.2093802,"37 Lý Thái Tổ, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Vietnam","['Bowling alley', 'Pool billard club']"
ChIJs0lmIv4XQjERlzYAF4NqnF8,Nhân Bida Club,5.0,90,16.0413515,108.2411643,"350 Ngũ Hành Sơn, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam",['Playground']
ChIJCYL_JQAZQjERyZcywA3lEds,BiDa Cafe 66 Võ Văn Tần,4.6,14,16.0672032,108.202769,"66 Võ Văn Tần, Chính Gián, Thanh Khê, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJ2-LoRzsZQjERmDwxJvOb400,"King Billiards Club 54 đường 30/4, Đà Nẵng",1.5,11,16.0407464,108.2191357,"54 Đ. 30/4, Hoà Cường Bắc, Hải Châu, Đà Nẵng 70000, Vietnam",['Entertainment agency']
ChIJfVHySj4ZQjERC5YRJ1Qw2nA,Zion Billiards,4.9,42,16.0544669,108.2203178,"01 Núi Thành, Bình Thuận, Hải Châu, Đà Nẵng 550000, Vietnam",['Supermarket']
ChIJ87YekLYZQjERjLzWlmXO22s,TNT Billiards Club,4.8,8,16.058567,108.2106017,"25-27 Trần Tống, Thạc Gián, Thanh Khê, Đà Nẵng 550000, Vietnam",['Sports club']
ChIJxTEmqgoXQjERbtDfUgD6kB8,RÙA Billiards,3.9,10,16.0709796,108.2003689,"241 Trần Cao Vân, Xuân Hà, Đà Nẵng, 550000, Vietnam",['Sports club']
ChIJu50ldVUYQjERvPJDoxqadEs,ST Billiards Star,5.0,2,16.0691912,108.1917185,"46 Hà Huy Tập, P, Thanh Khê, Đà Nẵng 550000, Vietnam","['Pool billard club', 'Pool hall']"
ChIJDVUvH1UYQjERbaS7yQ8vof8,Clb Billiard Điểm Hẹn,5.0,6,16.0680836,108.1929463,"304 Thái Thị Bôi, Chính Gián, Thanh Khê, Đà Nẵng 550000, Vietnam",['Club']
ChIJawwXLFgXQjERNC_9BBX77AE,Billiards Club 6789,4.8,9,16.0288469,108.2405083,"3 Bùi Tá Hán, Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng, Vietnam",['Pool hall']
ChIJ686Bl5QXQjERESUxtIy08cs,BIDA XÙ,4.9,17,16.0542032,108.2396982,"60 Nguyễn Văn Thoại, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam",['Sports club']
ChIJJQu1jxgXQjERMuxFpKhdm-0,Galaxy Entertainment Center,4.6,104,16.0458208,108.2417508,"230 Châu Thị Vĩnh Tế, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJYek03X0ZQjERQbmXAmOLygM,VYAN Billiards Club,5.0,2,16.0368872,108.214,"88-90 Huỳnh Tấn Phát, Hoà Cường Bắc, Hải Châu, Đà Nẵng 550000, Vietnam",['Sports club']
ChIJvZjY03oZQjEROjoQqfGhmM8,Billiards Thịnh Phát 2,4.7,3,16.070825,108.1551082,"67 Đ. Ngô Thì Nhậm, Hoà Khánh Nam, Liên Chiểu, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJI988I_UXQjERqa-b3EMVFcc,BiDa Tyler,3.8,36,16.086374,108.2398477,"458 Ng. Quyền, Mân Thái, Sơn Trà, Đà Nẵng, Vietnam",['Pool billard club']
ChIJbwAAiYsZQjERP0d39kKFKio,Hứa - Billiards & Coffee,3.1,7,16.062916,108.2217427,"34 Hoàng Văn Thụ, Phước Ninh, Hải Châu, Đà Nẵng 550000, Vietnam",['Sports club']
ChIJ-wkhA30ZQjERhtInWM4ziy8,Bida Min,4.2,42,16.0453941,108.2226388,"262 Đ. 2 Tháng 9, Hoà Cường Bắc, Hải Châu, Đà Nẵng 550000, Vietnam",['Sports club']
ChIJ_XGsHwAZQjERqLMcGZayJkY,Space - X Billiards,3.8,11,16.0382736,108.2100382,"246a Nguyễn Hữu Thọ, Khuê Trung, Hải Châu, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJ9yIOUPgZQjERYHFYYRfmnTg,Minh Vương Billards Club,3.0,10,16.0741129,108.2141109,"376 Đống Đa, Thanh Bình, Hải Châu, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJr6I9g-wZQjEROg8mBFSftxc,Billiards Club Serie A,3.4,7,16.0358873,108.2164258,"121 Phan Đăng Lưu, Hoà Cường Nam, Hải Châu, Đà Nẵng 550000, Vietnam",['Pool hall']
ChIJE3mMSUUXQjERysqtr3--cB0,Billiards Club 68 - Hà Bổng,4.0,9,16.0660745,108.2442613,"62 Hà Bổng, An Hải, Sơn Trà, Đà Nẵng 550000, Vietnam",['Sports club']
ChIJUX7of2MZQjERYZ5GN3bjr0s,Arena Bida Club,3.7,48,16.0663089,108.1932296,"322 Điện Biên Phủ, Chính Gián, Thanh Khê, Đà Nẵng 550000, Vietnam",['Club']
ChIJTyrq8EcZQjER_sjn_LCyOXw,CROWN Billiard & Coffee Center,4.0,24,16.0471837,108.1796204,"Hoà An, Cẩm Lệ District, Da Nang 550000, Vietnam",['Pool billard club']
ChIJPZZTfgAXQjER8I66VfTfXOs,99 CLUB BILLIARD,5.0,2,16.0408986,108.239739,"29 Mỹ An 25, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJ2UXCQAAXQjER8xI6j89lZ5Y,N9NE BILLIARDS CLUB - POOL & LIBRE,5.0,424,16.0429346,108.2414141,"02 Nguyễn Bá Lân, Bắc Mỹ An, Ngũ Hành Sơn, Đà Nẵng 50000, Vietnam",['Sports club']
ChIJtURdRAAZQjER87wDwAsU9FY,HD Billiards Club Đà Nẵng,3.9,19,16.0567423,108.2208699,"20A Nguyễn Thiện Thuật, Phước Ninh, Hải Châu, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJPwzxrh8ZQjER7dVjAwmc00k,SV Pool Billiard - 202 Trần Hưng Đạo,4.3,26,16.0565436,108.2321018,"202 Đ. Trần Hưng Đạo, An Hải, Sơn Trà, Đà Nẵng 550000, Vietnam",['Sports club']
ChIJwZx0KwAZQjER2amruBxtBro,Alpes Billiards Club,5.0,22,16.0500898,108.2140833,"512-514 Nguyễn Tri Phương, Bình Thuận, Hải Châu, Đà Nẵng 550000, Vietnam",['Sports club']
ChIJw8T90uoXQjERIXvRQm4ChuA,Billiards Center Pool Caroom,4.6,46,16.049176,108.2434871,"Mai Thúc Lân, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam","['Fitness center', 'Pool billard club']"
ChIJq6jS4xYZQjEREkYaV_pAfss,MTV Billiards,3.5,95,16.0495863,108.2213355,"02 Nguyễn Văn Trỗi, Bình Thuận, Hải Châu, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJo_dgV-IXQjERKojNz9xfyPs,Billiards Club 68 - Đỗ Bá,4.5,28,16.0518949,108.2461096,"18 Đỗ Bá, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam",['Sports club']
ChIJbV9ekTgZQjERjwVQGiZ-EYo,Bida Đà Nẵng - 535 BILLIARDS CENTER,4.6,26,16.0739448,108.2035917,"535 Nguyễn Tất Thành, Xuân Hà, Thanh Khê, Đà Nẵng 550000, Vietnam","['Restaurant', 'Seafood restaurant']"
ChIJj1v19-EZQjERjDk4uJC2KkY,Billiards Club Genz 68,5.0,9,16.0441843,108.1785177,"37 Trần Đình Nam, Hoà An, TP, Đà Nẵng, Vietnam","['Club', 'Pool billard club']"
ChIJxxbEYrkZQjERy90LXs-8mfY,Câu Lạc Bộ Billiards A HUYNH,4.5,60,16.0580079,108.1719252,"03 05 07 09 Nam Trân, Hoà Minh, Liên Chiểu, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJbYhcKgAXQjERzJNRrqriXyY,RAINBOW BILLIARDS CLUB,4.2,31,16.0502832,108.2429712,"45A Mai Thúc Lân, Bắc Mỹ Phú, Ngũ Hành Sơn, Đà Nẵng 550000, Vietnam","['Pool billard club', 'Sports club']"
ChIJU5taU9QZQjERnzcNO4DMScs,ST Billiards Club,4.6,10,16.0310726,108.2229011,"569 Núi Thành, Hoà Cường Nam, Hải Châu, Đà Nẵng, Vietnam",['Pool billard club']
ChIJh-Cd4sQZQjERswnFaSX5KLg,Billiards Huy Long,4.5,16,16.0373343,108.2216139,"Quân, 49 Phan Đăng Lưu, Hoà Cường Bắc, Hải Châu, Đà Nẵng 550000, Vietnam",['Pool billard club']
ChIJV4yRoggZQjERp0oEBe9HVU4,MR.T BILLIARDS - BIDA ĐÀ NẴNG,4.6,17,16.061244,108.185729,"05 Trần Xuân Lê, Thanh Khê Đông, Thanh Khê, Đà Nẵng 55000, Vietnam","['Sports club', 'Table tennis club']"
